COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO
USGS                ,USGS Gage,10759,"USGS VIRGIN RIVER ABOVE QUAIL CREEK NEAR HURRICANE, UT                          ",9408135,"USGS VIRGIN RIVER AB QUAIL CREEK NEAR HURRICANE, UT                                                                                                                                                     ",Stream,,10759,USGS GAGES                                                  ,Observational,                                    ,,A,37.19204735,-113.353218,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10759,26,1989,2025,8798,0,0,440,1197,97,117,440,1318,14.98%,0.00%
USGS                ,USGS Gage,10760,"USGS VIRGIN RIVER NEAR HURRICANE, UT                                            ",9408150,"USGS VIRGIN RIVER NEAR HURRICANE, UT                                                                                                                                                                    ",Stream,,10760,USGS GAGES                                                  ,Observational,                                    ,,A,37.16271819,-113.3951445,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10760,59,1967,2025,20608,0,0,1031,2087,190,509,1031,2624,12.73%,0.00%
USGS                ,USGS Gage,10761,"USGS FORT PEARCE WASH NEAR ST. GEORGE, UT                                       ",9408195,"USGS FORT PEARCE WASH NEAR ST. GEORGE, UT                                                                                                                                                               ",Stream,,10761,USGS GAGES                                                  ,Observational,                                    ,,A,37.00174883,-113.4686414,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10761,31,1984,2025,10161,0,9065,55,135,65,277,55,9501,93.50%,89.21%
USGS                ,USGS Gage,10762,"USGS SANTA CLARA RIVER ABV BAKER RES, NR CENTRAL, UT                            ",9409100,"USGS SANTA CLARA RIVER ABV BAKER RES, NR CENTRAL, UT                                                                                                                                                    ",Stream,,10762,USGS GAGES                                                  ,Observational,                                    ,,A,37.38469978,-113.6319285,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10762,37,1989,2025,12966,0,0,648,1163,55,1269,649,2434,18.77%,0.00%
USGS                ,USGS Gage,10763,"USGS SANTA CLARA RIV BLW WINSOR DAM, NR SANTA CLARA, UT                         ",9410100,"USGS SANTA CLARA RIV BLW WINSOR DAM, NR SANTA CLARA, UT                                                                                                                                                 ",Stream,,10763,USGS GAGES                                                  ,Observational,                                    ,,A,37.18992824,-113.7682291,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10763,43,1971,2025,14744,0,1410,664,1447,93,3028,666,5796,39.31%,9.56%
USGS                ,USGS Gage,10764,"USGS SANTA CLARA RIVER AT ST. GEORGE, UT                                        ",9413000,"USGS SANTA CLARA RIVER AT ST. GEORGE, UT                                                                                                                                                                ",Stream,,10764,USGS GAGES                                                  ,Observational,                                    ,,A,37.07558323,-113.5929839,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10764,49,1950,2025,16934,0,55,844,2185,220,932,836,3146,18.58%,0.32%
USGS                ,USGS Gage,10765,"USGS VIRGIN RIVER NEAR BLOOMINGTON, UT                                          ",9413200,"USGS VIRGIN RIVER NEAR BLOOMINGTON, UT                                                                                                                                                                  ",Stream,,10765,USGS GAGES                                                  ,Observational,                                    ,,A,37.06989381,-113.5837568,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10765,49,1977,2025,17364,0,0,869,1749,178,725,867,2445,14.08%,0.00%
USGS                ,USGS Gage,10766,"USGS VIRGIN RIVER NEAR ST. GEORGE, UT                                           ",9413500,"USGS VIRGIN RIVER NEAR ST. GEORGE, UT                                                                                                                                                                   ",Stream,,10766,USGS GAGES                                                  ,Observational,                                    ,,A,37.01488354,-113.6804672,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10766,42,1950,2025,14520,0,478,702,1465,166,150,703,2107,14.51%,3.29%
USGS                ,USGS Gage,10767,"USGS BEAVER DAM WASH NEAR ENTERPRISE, UT                                        ",9413900,"USGS BEAVER DAM WASH NEAR ENTERPRISE, UT                                                                                                                                                                ",Stream,,10767,USGS GAGES                                                  ,Observational,                                    ,,A,37.46984371,-114.046669,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10767,34,1991,2024,12089,0,2,604,1422,179,905,603,2269,18.77%,0.02%
USGS                ,USGS Gage,10768,USGS BEAR RIVER NEAR UTAH-WYOMING STATE LINE                                    ,10011500,USGS BEAR RIVER NEAR UTAH-WYOMING STATE LINE                                                                                                                                                            ,Stream,,10768,USGS GAGES                                                  ,Observational,                                    ,,A,40.96525021,-110.8532282,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10768,84,1942,2025,30225,0,0,1501,4823,0,5057,1509,9871,32.66%,0.00%
USGS                ,USGS Gage,10769,"USGS BIG CREEK NEAR RANDOLPH, UT                                                ",10023000,"USGS BIG CREEK NEAR RANDOLPH, UT                                                                                                                                                                        ",Stream,,10769,USGS GAGES                                                  ,Observational,                                    ,,A,41.60993956,-111.2540116,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10769,69,1939,2025,23488,0,29,1173,1653,1,7683,1159,9103,38.76%,0.12%
USGS                ,USGS Gage,10770,"USGS BLACKSMITH FORK AB UP AND L CO.`S DAM NR HYRUM, UT                         ",10113500,"USGS BLACKSMITH FORK AB UP and L CO.`S DAM NR HYRUM, UT                                                                                                                                                 ",Stream,,10770,USGS GAGES                                                  ,Observational,                                    ,,A,41.62309874,-111.7385437,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10770,110,1913,2025,39237,0,0,1958,3728,5,10991,1951,14697,37.46%,0.00%
USGS                ,USGS Gage,10771,"USGS FARMINGTON CR ABV DIV NR FARMINGTON, UTAH                                  ",10142000,"USGS FARMINGTON CR ABV DIV NR FARMINGTON, UTAH                                                                                                                                                          ",Stream,,10771,USGS GAGES                                                  ,Observational,                                    ,,A,41.00143131,-111.873022,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10771,47,1949,2025,15940,0,0,795,2602,9,3493,796,5974,37.48%,0.00%
